Anime,Genre
Super Dimension Century Orguss,War
Super Dimension Century Orguss,Original Work
Peach Boy Riverside,Action
Peach Boy Riverside,Adventure
Peach Boy Riverside,Drama
Peach Boy Riverside,Fantasy
Peach Boy Riverside,Shounen
Peach Boy Riverside,Dark Fantasy
Peach Boy Riverside,Demons
Peach Boy Riverside,Based on a Manga
Peach Boy Riverside,Explicit Violence
Mokei Senshi Gunpla Builders Beginning G,Action
Mokei Senshi Gunpla Builders Beginning G,Mecha
Mokei Senshi Gunpla Builders Beginning G,Sci Fi
Mokei Senshi Gunpla Builders Beginning G,Otaku Culture
Sol Bianca - Movie 2,Action
Sol Bianca - Movie 2,Adventure
Sol Bianca - Movie 2,Sci Fi
Sol Bianca - Movie 2,Guns
Sol Bianca - Movie 2,Outer Space
Sol Bianca - Movie 2,Space Pirates
Sol Bianca - Movie 2,Original Work
Sol Bianca - Movie 2,Nudity
Aka,Action
Aka,Fantasy
Aka,Monsters
Aka,No Dialogue
Aka,Shorts
Aka,Original Work
Zutomayo: Teiketsu Bolt,Action
Zutomayo: Teiketsu Bolt,Fantasy
Dorami-chan: MiniDora SOS!!!,Comedy
Dorami-chan: MiniDora SOS!!!,Shounen
Dorami-chan: MiniDora SOS!!!,Family Friendly
Dorami-chan: MiniDora SOS!!!,Based on a Manga
Muu no Hakugei,Action
Muu no Hakugei,Sci Fi
Milky Passion: Dougenzaka - Ai no Shiro,Josei
Milky Passion: Dougenzaka - Ai no Shiro,Romance
Milky Passion: Dougenzaka - Ai no Shiro,Based on a Manga
Shin Maple Town Monogatari: Palm Town Hen - Konnichiwa! Atarashii Machi,Animal Protagonists
Shin Maple Town Monogatari: Palm Town Hen - Konnichiwa! Atarashii Machi,Anthropomorphic
Shin Maple Town Monogatari: Palm Town Hen - Konnichiwa! Atarashii Machi,Family Friendly
Shin Maple Town Monogatari: Palm Town Hen - Konnichiwa! Atarashii Machi,Non-Human Protagonists
Shin Maple Town Monogatari: Palm Town Hen - Konnichiwa! Atarashii Machi,Rabbits
Play Ball 2nd,Shounen
Play Ball 2nd,Sports
Play Ball 2nd,Baseball
Play Ball 2nd,School Club
Play Ball 2nd,School Life
Play Ball 2nd,Based on a Manga
"Hanayaka Nari, Waga Ichizoku",Reverse Harem
"Hanayaka Nari, Waga Ichizoku",Romance
"Hanayaka Nari, Waga Ichizoku",Shoujo
"Hanayaka Nari, Waga Ichizoku",Maids
"Hanayaka Nari, Waga Ichizoku",Based on an Otome Game
"Hanayaka Nari, Waga Ichizoku",Based on a Visual Novel
Cute High Earth Defense Club LOVE!,Comedy
Cute High Earth Defense Club LOVE!,Fantasy
Cute High Earth Defense Club LOVE!,Magical Girl
Cute High Earth Defense Club LOVE!,Aliens
Cute High Earth Defense Club LOVE!,All-Boys School
Cute High Earth Defense Club LOVE!,Contemporary Fantasy
Cute High Earth Defense Club LOVE!,Gag
Cute High Earth Defense Club LOVE!,Henshin Heroes
Cute High Earth Defense Club LOVE!,Magic
Cute High Earth Defense Club LOVE!,Parody
Cute High Earth Defense Club LOVE!,School Club
Cute High Earth Defense Club LOVE!,School Life
Cute High Earth Defense Club LOVE!,Original Work
Hero Mask: Part II,Action
Hero Mask: Part II,Drama
Hero Mask: Part II,Mystery
Hero Mask: Part II,Police
Hero Mask: Part II,Original Work
Sky Girls,Action
Sky Girls,Sci Fi
Sky Girls,Aliens
Sky Girls,Military
Sky Girls,Post-apocalyptic
Sky Girls,Power Suits
Sky Girls,Shorts
Sky Girls,Original Work
To Be Hero,Comedy
To Be Hero,Sci Fi
To Be Hero,Chinese Animation
To Be Hero,Crude
To Be Hero,Parody
To Be Hero,Superpowers
To Be Hero,Original Work
Wasurenai yo,Minna no Uta
Kurousa-P: Ariadne,Vocaloid
Chuuko Video-ya no Onna Tenin X,Comedy
Chuuko Video-ya no Onna Tenin X,Shorts
Chuuko Video-ya no Onna Tenin X,Work Life
Chuuko Video-ya no Onna Tenin X,Based on a Manga
Tokyo 7th Sisters: Winning Day / Lucky☆Lucky,Idols
Fuusen Inu Tinny 2nd Season,Animal Protagonists
Fuusen Inu Tinny 2nd Season,Dogs
Fuusen Inu Tinny 2nd Season,Family Friendly
Fuusen Inu Tinny 2nd Season,Non-Human Protagonists
Fuusen Inu Tinny 2nd Season,Short Episodes
Fuusen Inu Tinny 2nd Season,Based on a Novel
Aozora,Family Friendly
Aozora,Minna no Uta
Yoshiko Tsushima: Tatehoko Tsubasa,Idols
Yoshiko Tsushima: Tatehoko Tsubasa,Promotional
Macross Delta Specials,Comedy
Macross Delta Specials,Sci Fi
Macross Delta Specials,Aliens
Macross Delta Specials,Chibi
Macross Delta Specials,Idols
Macross Delta Specials,Outer Space
Macross Delta Specials,Picture Drama
Macross Delta Specials,Original Work
Ashita Tenki ni Nare!,Shounen
Ashita Tenki ni Nare!,Sports
Ashita Tenki ni Nare!,Golf
Ashita Tenki ni Nare!,Based on a Manga
Ultraman,Action
Ultraman,Sci Fi
Ultraman,Seinen
Ultraman,Aliens
Ultraman,Superheroes
Ultraman,Superpowers
Ultraman,Tokusatsu
Ultraman,Based on a Manga
Ultraman,CG Animation
Ultraman,Explicit Violence
Dirty Pair: Affair on Nolandia,Action
Dirty Pair: Affair on Nolandia,Adventure
Dirty Pair: Affair on Nolandia,Comedy
Dirty Pair: Affair on Nolandia,Sci Fi
Dirty Pair: Affair on Nolandia,Based on a Light Novel
Dirty Pair: Affair on Nolandia,Nudity
Platonic Chain: Ansatsu Jikkouchuu,Sci Fi
Platonic Chain: Ansatsu Jikkouchuu,Slice of Life
Pichiko Dakyuubu,Comedy
Pichiko Dakyuubu,Sports
Pichiko Dakyuubu,Baseball
Pichiko Dakyuubu,Short Episodes
Pichiko Dakyuubu,Flash Animation
Zou da Zou,Family Friendly
Zou da Zou,Minna no Uta
Bunbuku Chagama (1958),Black and White
Bunbuku Chagama (1958),Shorts
Bunbuku Chagama (1958),Stop Motion Animation
Calicula Machine,Abstract
Calicula Machine,Shorts
The Quintessential Quintuplets 2 PV,Promotional
The Quintessential Quintuplets 2 PV,Based on a Manga
Go! Go! Kadendanshi 2nd Season,Comedy
Go! Go! Kadendanshi 2nd Season,Short Episodes
"Hello, Happy World! Kimi ga Inakucha!",Idols
"Hello, Happy World! Kimi ga Inakucha!",Music
Nisekoi: OVA,Comedy
Nisekoi: OVA,Fantasy
Nisekoi: OVA,Harem
Nisekoi: OVA,Magical Girl
Nisekoi: OVA,Romance
Nisekoi: OVA,Shounen
Nisekoi: OVA,Slice of Life
Nisekoi: OVA,Henshin Heroes
Nisekoi: OVA,Magic
Nisekoi: OVA,Based on a Manga
Dokushin Apartment Dokudami-sou,Comedy
Dokushin Apartment Dokudami-sou,Ecchi
Dokushin Apartment Dokudami-sou,Seinen
Dokushin Apartment Dokudami-sou,Slice of Life
Dokushin Apartment Dokudami-sou,Based on a Manga
Dokushin Apartment Dokudami-sou,Nudity
Dokushin Apartment Dokudami-sou,
Dokushin Apartment Dokudami-sou,Sexual Content
Pretty Cure Splash Star Movie: Tic-Tac Crisis Hanging by a Thin Thread!,Action
Pretty Cure Splash Star Movie: Tic-Tac Crisis Hanging by a Thin Thread!,Comedy
Pretty Cure Splash Star Movie: Tic-Tac Crisis Hanging by a Thin Thread!,Fantasy
Pretty Cure Splash Star Movie: Tic-Tac Crisis Hanging by a Thin Thread!,Magical Girl
Pretty Cure Splash Star Movie: Tic-Tac Crisis Hanging by a Thin Thread!,Family Friendly
Pretty Cure Splash Star Movie: Tic-Tac Crisis Hanging by a Thin Thread!,Henshin Heroes
Pretty Cure Splash Star Movie: Tic-Tac Crisis Hanging by a Thin Thread!,Magic
"The [email protected] Million Live! ""Dreaming!"" Animation PV",Idols
"The [email protected] Million Live! ""Dreaming!"" Animation PV",Music
Yasashii Kaze,Minna no Uta
YOU ni Mitsuru: Tsuki,Family Friendly
YOU ni Mitsuru: Tsuki,Minna no Uta
A Polar Bear in Love: Chikyuu wa Marui-hen,Comedy
A Polar Bear in Love: Chikyuu wa Marui-hen,Josei
A Polar Bear in Love: Chikyuu wa Marui-hen,Romance
A Polar Bear in Love: Chikyuu wa Marui-hen,Animal Protagonists
A Polar Bear in Love: Chikyuu wa Marui-hen,Non-Human Protagonists
A Polar Bear in Love: Chikyuu wa Marui-hen,Based on a Manga
Otsukisama Light,Minna no Uta
Ninja Tamamaru: Toukaidou Gojuusan-ji,Comedy
Ninja Tamamaru: Toukaidou Gojuusan-ji,Family Friendly
Ninja Tamamaru: Toukaidou Gojuusan-ji,Ninja
Ninja Tamamaru: Toukaidou Gojuusan-ji,Short Episodes
FLOAT,Abstract
FLOAT,Animal Protagonists
FLOAT,No Dialogue
FLOAT,Non-Human Protagonists
FLOAT,Ocean
FLOAT,Pigs
FLOAT,Ship
FLOAT,Shorts
FLOAT,Original Work
The Flower and the Phoenix,Fantasy
The Flower and the Phoenix,Forest
Fate/Apocrypha: Seihai Taisen Douran-hen,Action
Fate/Apocrypha: Seihai Taisen Douran-hen,Fantasy
Fate/Apocrypha: Seihai Taisen Douran-hen,Magic
Fate/Apocrypha: Seihai Taisen Douran-hen,Recap
Fate/Apocrypha: Seihai Taisen Douran-hen,Superpowers
Fate/Apocrypha: Seihai Taisen Douran-hen,Swordplay
Fate/Apocrypha: Seihai Taisen Douran-hen,Based on a Light Novel
Fate/Extella OP,Fantasy
Fate/Extella OP,Opening Animation
Fate/Extella OP,Promotional
Fate/Extella OP,Based on a Video Game
Cinderella Nine Episode 13,Sports
Cinderella Nine Episode 13,Baseball
Cinderella Nine Episode 13,School Club
Cinderella Nine Episode 13,Based on a Mobile Game
Argento Soma,Action
Argento Soma,Drama
Argento Soma,Mecha
Argento Soma,Sci Fi
Argento Soma,Aliens
Argento Soma,Military
Argento Soma,Revenge
Argento Soma,Original Work
A Little Snow Fairy Sugar,Fantasy
A Little Snow Fairy Sugar,Family Friendly
A Little Snow Fairy Sugar,Magic
A Little Snow Fairy Sugar,Music
A Little Snow Fairy Sugar,Original Work
Vegetable Fairies N.Y.SALAD: 2nd Series,Anthropomorphic
Vegetable Fairies N.Y.SALAD: 2nd Series,Family Friendly
Vegetable Fairies N.Y.SALAD: 2nd Series,Food and Beverage
Vegetable Fairies N.Y.SALAD: 2nd Series,Food Protagonists
Vegetable Fairies N.Y.SALAD: 2nd Series,Non-Human Protagonists
Vegetable Fairies N.Y.SALAD: 2nd Series,Short Episodes
Nyuru Nyuru!! Kakusen-kun,Family Friendly
Nyuru Nyuru!! Kakusen-kun,Short Episodes
Hopiwa Chadolbawi,Korean Animation
Dr. Slump Movie 5: Arale-chan Hoyoyo! Yume no To Mecha Police,Comedy
The Littl' Bits,Adventure
The Littl' Bits,Comedy
The Littl' Bits,Fantasy
The Littl' Bits,Episodic
The Littl' Bits,Family Friendly
The Littl' Bits,Forest
Dr. Slump Movie 2: Space Adventure!,Comedy
Dr. Slump Movie 2: Space Adventure!,Sci Fi
Dr. Slump Movie 2: Space Adventure!,Outer Space
March Comes in like a Lion Recap,Drama
March Comes in like a Lion Recap,Seinen
March Comes in like a Lion Recap,Slice of Life
March Comes in like a Lion Recap,Board Games
March Comes in like a Lion Recap,Orphans
March Comes in like a Lion Recap,Psychological
March Comes in like a Lion Recap,Recap
March Comes in like a Lion Recap,Based on a Manga
Eat-Man '98,Action
Eat-Man '98,Sci Fi
Eat-Man '98,Mercenaries
Eat-Man '98,Based on a Manga
Dog Days Recap,Action
Dog Days Recap,Adventure
Dog Days Recap,Ecchi
Dog Days Recap,Fantasy
Dog Days Recap,Animal Characteristics
Dog Days Recap,Isekai
Dog Days Recap,Magic
Dog Days Recap,Person in a Strange World
Dog Days Recap,Recap
Dog Days Recap,Summoned Into Another World
Dog Days Recap,War
Dog Days Recap,Original Work
Perman,Shounen
Perman,Black and White
Perman,Superheroes
Perman,Superpowers
Perman,Based on a Manga
Utakata,Drama
Utakata,Fantasy
Utakata,Magical Girl
Utakata,Coming of Age
Utakata,Magic
Utakata,Psychological
Utakata,Original Work
Terra Formars: Earth Arc,Action
Terra Formars: Earth Arc,Horror
Terra Formars: Earth Arc,Sci Fi
Terra Formars: Earth Arc,Seinen
Terra Formars: Earth Arc,Human Experimentation
Terra Formars: Earth Arc,Insects
Terra Formars: Earth Arc,Superpowers
Terra Formars: Earth Arc,Based on a Manga
Terra Formars: Earth Arc,Nudity
Magical Girl Lyrical Nanoha A's Picture Drama,Picture Drama
Mobile Suit Gundam SEED Destiny Recap,Mecha
Mobile Suit Gundam SEED Destiny Recap,Sci Fi
Mobile Suit Gundam SEED Destiny Recap,Real Robot
Mobile Suit Gundam SEED Destiny Recap,Recap
Mobile Suit Gundam SEED Destiny Recap,Rivalries
Hime Gal♥Paradise,Comedy
Hime Gal♥Paradise,Shoujo
Hime Gal♥Paradise,Crossdressing
Hime Gal♥Paradise,School Life
Hime Gal♥Paradise,Short Episodes
Hime Gal♥Paradise,Based on a Manga
40MeterP: Dare mo Shiranai Happy End,Vocaloid
Sinbad: Night at High Noon and the Wonder Gate,Adventure
Sinbad: Night at High Noon and the Wonder Gate,Middle Eastern
Narihero www: Heroine Kentei,Comedy
Narihero www: Heroine Kentei,Short Episodes
Baki OVA,Action
Baki OVA,Shounen
Baki OVA,Sports
Baki OVA,Hand to Hand Combat
Baki OVA,Martial Arts
Baki OVA,Promotional
Baki OVA,Shorts
Baki OVA,Based on a Manga
Baki OVA,Explicit Violence
Ai no Kusabi: The Space Between,BL
Ai no Kusabi: The Space Between,Drama
Ai no Kusabi: The Space Between,Sci Fi
Ai no Kusabi: The Space Between,Yaoi
Ai no Kusabi: The Space Between,Adult Couples
Ai no Kusabi: The Space Between,Mature Romance
Ai no Kusabi: The Space Between,Social Gap
Ai no Kusabi: The Space Between,Based on a Light Novel
Ai no Kusabi: The Space Between,Mature Themes
Ai no Kusabi: The Space Between,
Ai no Kusabi: The Space Between,Physical Abuse
Ai no Kusabi: The Space Between,
Ai no Kusabi: The Space Between,Sexual Abuse
Ai no Kusabi: The Space Between,
Ai no Kusabi: The Space Between,Sexual Content
Pocari Sweat: Nechusho No!No!,Educational
Pocari Sweat: Nechusho No!No!,Promotional
Pocari Sweat: Nechusho No!No!,Shorts
Pocari Sweat: Nechusho No!No!,Vocaloid
Pocari Sweat: Nechusho No!No!,CG Animation
HoneyWorks: Konyaku Sensou,Chibi
Oreimo 2 Specials,Drama
Oreimo 2 Specials,Romance
Oreimo 2 Specials,Otaku Culture
Oreimo 2 Specials,Siblings
Oreimo 2 Specials,Tsundere
Oreimo 2 Specials,Based on a Light Novel
Tokimeki Memorial: Only Love Specials,Romance
Tokimeki Memorial: Only Love Specials,Based on a Visual Novel
"7-Eleven: Tokimeki wa, Sugusoba ni. Memorial Movie",Slice of Life
"7-Eleven: Tokimeki wa, Sugusoba ni. Memorial Movie",Commercials
"7-Eleven: Tokimeki wa, Sugusoba ni. Memorial Movie",Convenience Store
"7-Eleven: Tokimeki wa, Sugusoba ni. Memorial Movie",Promotional
"7-Eleven: Tokimeki wa, Sugusoba ni. Memorial Movie",Shorts
Minami Kamakura High School Girls Cycling Club: We're In Taiwan!!,Shounen
Minami Kamakura High School Girls Cycling Club: We're In Taiwan!!,Sports
Minami Kamakura High School Girls Cycling Club: We're In Taiwan!!,Cycling
Minami Kamakura High School Girls Cycling Club: We're In Taiwan!!,School Club
Minami Kamakura High School Girls Cycling Club: We're In Taiwan!!,Based on a Manga
Kamen Rider Den-O: Imagin Anime,Comedy
Kamen Rider Den-O: Imagin Anime,Sci Fi
Kamen Rider Den-O: Imagin Anime,Chibi
True Cooking Master Boy,Shounen
True Cooking Master Boy,19th Century
True Cooking Master Boy,Cooking
True Cooking Master Boy,Food and Beverage
True Cooking Master Boy,Historical
True Cooking Master Boy,Based on a Manga
UFO Ultramaiden Valkyrie,Comedy
UFO Ultramaiden Valkyrie,Ecchi
UFO Ultramaiden Valkyrie,Harem
UFO Ultramaiden Valkyrie,Aliens
UFO Ultramaiden Valkyrie,Non-Human Protagonists
UFO Ultramaiden Valkyrie,Based on a Manga
Obocchama-kun,Comedy
Obocchama-kun,Crude
Obocchama-kun,Based on a Manga
Poppin' Party: Romeo to Cinderella,Idols
Megane,Minna no Uta
Atomic World,No Dialogue
Atomic World,Shorts
Garo: Crimson Moon Special,Action
Garo: Crimson Moon Special,Adventure
Garo: Crimson Moon Special,Fantasy
Garo: Crimson Moon Special,Dark Fantasy
Garo: Crimson Moon Special,Demons
Garo: Crimson Moon Special,Feudal Japan
Garo: Crimson Moon Special,Magic
Garo: Crimson Moon Special,Power Suits
Garo: Crimson Moon Special,Supernatural
Garo: Crimson Moon Special,Based on a TV Series
Ippatsu Kanta-kun,Comedy
Ippatsu Kanta-kun,Sports
Ippatsu Kanta-kun,Baseball
Ippatsu Kanta-kun,Tournaments
Ippatsu Kanta-kun,Original Work
Otogi Zoshi,Action
Otogi Zoshi,Archery
Otogi Zoshi,Feudal Japan
Otogi Zoshi,Historical
Otogi Zoshi,Samurai
Otogi Zoshi,Based on a Novel
Otogi Zoshi,Violence
Rilakkuma: Rilakkuma wa Kigurumi Nan desu,Animal Protagonists
Rilakkuma: Rilakkuma wa Kigurumi Nan desu,Bears
Rilakkuma: Rilakkuma wa Kigurumi Nan desu,No Dialogue
Rilakkuma: Rilakkuma wa Kigurumi Nan desu,Non-Human Protagonists
Rilakkuma: Rilakkuma wa Kigurumi Nan desu,Promotional
Rilakkuma: Rilakkuma wa Kigurumi Nan desu,San-X Characters
Rilakkuma: Rilakkuma wa Kigurumi Nan desu,Shorts
Indian Summer,Comedy
Indian Summer,Ecchi
Indian Summer,Seinen
Indian Summer,Androids
Indian Summer,Maids
Indian Summer,Non-Human Protagonists
Indian Summer,Robots
Indian Summer,Based on a Manga
Indian Summer,Nudity
Yumedamaya Kidan,Fantasy
Yumedamaya Kidan,Abstract
Yumedamaya Kidan,Mysterious Shop
Yumedamaya Kidan,Original Work
Minna no Uta: Hana,Minna no Uta
Kimi no Tonari ni Itai Kara,Family Friendly
Kimi no Tonari ni Itai Kara,Minna no Uta
Qing Chi Hong Xiaodou Ba!,Comedy
Qing Chi Hong Xiaodou Ba!,Chinese Animation
Qing Chi Hong Xiaodou Ba!,Food Protagonists
Qing Chi Hong Xiaodou Ba!,Non-Human Protagonists
Konjiki no Gash Bell!! Ougon no Chichi wo Motsu Otoko,Shounen
Konjiki no Gash Bell!! Ougon no Chichi wo Motsu Otoko,Demons
Konjiki no Gash Bell!! Ougon no Chichi wo Motsu Otoko,Magic
Konjiki no Gash Bell!! Ougon no Chichi wo Motsu Otoko,Non-Human Protagonists
Konjiki no Gash Bell!! Ougon no Chichi wo Motsu Otoko,Superpowers
Konjiki no Gash Bell!! Ougon no Chichi wo Motsu Otoko,Based on a Manga
Love Live! x Watering KissMint Collaboration CM,Commercials
Love Live! x Watering KissMint Collaboration CM,Promotional
The Three Musketeers: Adventure of Aramis,Adventure
The Three Musketeers: Adventure of Aramis,Based on a Novel
Cure Miracle to Mofurun no Mahou Lesson,Action
Cure Miracle to Mofurun no Mahou Lesson,Fantasy
Cure Miracle to Mofurun no Mahou Lesson,Magical Girl
Cure Miracle to Mofurun no Mahou Lesson,Family Friendly
Cure Miracle to Mofurun no Mahou Lesson,Henshin Heroes
Cure Miracle to Mofurun no Mahou Lesson,Magic
Cure Miracle to Mofurun no Mahou Lesson,Shorts
Cure Miracle to Mofurun no Mahou Lesson,CG Animation
Machine Robo: The Running Battle Hackers,Action
Machine Robo: The Running Battle Hackers,Mecha
Machine Robo: The Running Battle Hackers,Sci Fi
Machine Robo: The Running Battle Hackers,Transforming Mecha
Machine Robo: The Running Battle Hackers,Original Work
Tomato ni Natta Otokonoko,Fantasy
Tomato ni Natta Otokonoko,Shorts
Tomato ni Natta Otokonoko,CG Animation
Mitchie M x OSTER project: Uta no Sumu Ie ~Maison Hatsune~,Vocaloid
Tayo the Little Bus 5,Cars
Tayo the Little Bus 5,Family Friendly
Tayo the Little Bus 5,Korean Animation
Tayo the Little Bus 5,CG Animation
Fastest Finger First,Seinen
Fastest Finger First,School Club
Fastest Finger First,School Life
Fastest Finger First,Based on a Manga
Genki! Genki! Nontan,Animal Protagonists
Genki! Genki! Nontan,Cats
Genki! Genki! Nontan,Family Friendly
Genki! Genki! Nontan,Music
Genki! Genki! Nontan,Non-Human Protagonists
Genki! Genki! Nontan,Short Episodes
Genki! Genki! Nontan,Based on a Picture Book
Genki! Genki! Nontan,CG Animation
Slap Up Party: Arad Senki,Action
Slap Up Party: Arad Senki,Adventure
Slap Up Party: Arad Senki,Comedy
Slap Up Party: Arad Senki,Fantasy
Slap Up Party: Arad Senki,Demons
Slap Up Party: Arad Senki,RPG
Slap Up Party: Arad Senki,Based on a Video Game
CLAMP in Wonderland,Fantasy
CLAMP in Wonderland,Alice in Wonderland
CLAMP in Wonderland,Crossover
Vooid: Rabbit Hole,Fantasy
Vooid: Rabbit Hole,Alice in Wonderland
Vooid: Rabbit Hole,Black and White
Vooid: Rabbit Hole,Chinese Animation
Kaitei Choutokkyuu Marine Express,Action
Kaitei Choutokkyuu Marine Express,Sci Fi
Kaitei Choutokkyuu Marine Express,Crossover
Kaitei Choutokkyuu Marine Express,Trains
MegaMan: NT Warrior,Action
MegaMan: NT Warrior,Adventure
MegaMan: NT Warrior,Comedy
MegaMan: NT Warrior,Sci Fi
MegaMan: NT Warrior,Proxy Battles
Saraba Jamaica,Family Friendly
Saraba Jamaica,Minna no Uta
The New Adventures of Kimba The White Lion,Shounen
The New Adventures of Kimba The White Lion,Africa
The New Adventures of Kimba The White Lion,Animal Protagonists
The New Adventures of Kimba The White Lion,Cats
The New Adventures of Kimba The White Lion,Forest
The New Adventures of Kimba The White Lion,Jungle
The New Adventures of Kimba The White Lion,Non-Human Protagonists
The New Adventures of Kimba The White Lion,Based on a Manga
Dear Boys,Shounen
Dear Boys,Sports
Dear Boys,Basketball
Dear Boys,School Club
Dear Boys,School Life
Dear Boys,Based on a Manga
DECO*27: Love-Lost Elegy,Vocaloid
SmileR: Memories,Vocaloid
SmileR: Memories,CG Animation
Blue Seed Specials,Seinen
Blue Seed Specials,Based on a Manga
My Melody no Akazukin,Animal Protagonists
My Melody no Akazukin,Anthropomorphic
My Melody no Akazukin,Family Friendly
My Melody no Akazukin,Non-Human Protagonists
My Melody no Akazukin,Rabbits
My Melody no Akazukin,Sanrio Characters
My Melody no Akazukin,Based on a Fairy Tale
Tesagure! Bukatsumono Encore,Comedy
Tesagure! Bukatsumono Encore,Slice of Life
Tesagure! Bukatsumono Encore,Breaking the Fourth Wall
Tesagure! Bukatsumono Encore,Parody
Tesagure! Bukatsumono Encore,School Club
Tesagure! Bukatsumono Encore,School Life
Tesagure! Bukatsumono Encore,CG Animation
Magical Star Magical Emi Music Clip: Kaze no Invitation,Magic
DECO*27: Kanchigaisei Han Kiboushou,Romance
DECO*27: Kanchigaisei Han Kiboushou,Vocaloid
CLAMP School Detectives,Comedy
CLAMP School Detectives,Mystery
